Name,Japanese_name,Type,Episodes,Release_season,Rating
Touken Ranbu: Hanamaru,,TV   ,12.0,Fall , Slice of Life
Long Riders!,,TV   ,12.0,Fall , Sports
Miracle Shoujo Limit-chan,,TV   ,25.0,, Cyborgs
Honey-Honey, Honey Honey no Suteki na Bouken,TV   ,29.0,, Shoujo
HameFura: Catarina to Manabou, HameFura: Learning with Catarina,Web  ,9.0,, Fantasy
Flower Witch Mary Bell, Hana no Mahoutsukai Mary Bell,TV   ,50.0,, Family Friendly
Yamishibai: Japanese Ghost Stories 2nd Season,,TV   ,13.0,Summer, Episodic
Zenmaiji-kake no Truffe,,Web  ,2.0,, Short Episodes"
Ito Koishi,,Web  ,1.0,, No Dialogue
Panpaka Pants WO New!,,TV   ,26.0,Spring, Animal Protagonists
Noobow: Mini Theater,,Web  ,52.0,, No Dialogue
Shin Kabukichou Story Hana no Asukagumi!,,OVA  ,1.0,, Delinquents
Transformers: The Headmasters,,TV   ,35.0,, Mecha
Hikari no Densetsu,,TV   ,19.0,, Shoujo
Masamune-kun's Revenge OVA, Masamune-kun no Revenge OVA,OVA  ,1.0,, Romance
Futakoi, Twin Love,TV   ,13.0,Fall , Harem
Ima no Watashi ni Dekiru Koto...,,Web  ,2.0,Summer, Short Episodes
Record of Ragnarok Mini Anime, Shuumatsu no Valkyrie Mini Anime,Web  ,14.0,, Short Episodes
The [email protected]: Cinderella Girls Theater 2nd Season, The,TV   ,13.0,Fall , Chibi
Jushin Riger, Bio Armor Ryger,TV   ,43.0,, Sci Fi
Mezzo Forte,,OVA  ,2.0,, Borderline H
Hello Kitty no Shirayuki-hime (2001), Hello Kitty's Animation Theater: Snow White,OVA  ,1.0,, Animal Protagonists
Rumble Garanndoll, Gyakuten Sekai no Denchi Shoujo,TV   ,12.0,Fall , Comedy
Kigyou Senshi Yamazaki: Long Distance Call,,OVA  ,1.0,, Drama
Mamotte Shugogetten!,,TV   ,22.0,Fall , Romance
Schwarzesmarken,,TV   ,12.0,Winter, Drama
Matoi the Sacred Slayer, Soushin Shoujo Matoi,TV   ,12.0,Fall , Magical Girl
Gad Guard,,TV   ,26.0,Spring, Mecha
Astroganger,,TV   ,25.0,, Mecha
Blood Lad: Kanketsu Kinen PV,,Web  ,1.0,, Promotional
Pororo the Little Penguin 5, Porong Porong Pororo 5,TV   ,26.0,, Slice of Life
Heavy Metal L-Gaim I: Pentagona Window + Lady Gavlet,,OVA  ,1.0,,3.27
Norn9, Norn9: Norn + Nonette,TV   ,12.0,Winter, Drama
Dr. Slump: Arale-chan - Koutsuu Ruuru wo Mamorou yo, Dr. Slump: Arale-chan - Let's Learn Traffic Safety,OVA  ,1.0,, Educational
Video Ehonkan Sekai Meisaku Douwa, Funky Fables,OVA  ,26.0,, Comedy
In/Spectre Mini Anime, Kyokou Suiri Mini Anime,Web  ,38.0,Fall , Short Episodes
Zenryoku Usagi,,TV   ,52.0,, Animal Protagonists
Komatta Jii-san,,TV   ,13.0,Spring, Romance
Fight Ippatsu! Juuden-Chan!!, Juuden-Chan,TV   ,12.0,Summer, Ecchi
Digimon Universe: Appli Monsters, Digimon Universe: App Monsters!,TV   ,52.0,Fall , Sci Fi
Hato Poppoppo, Pigeon Poppoppo,Web  ,2.0,Fall , Birds
Bakuto Sengen Daigander, Daigunder,TV   ,39.0,Spring, Mecha
Lemon Angel Project,,TV   ,13.0,Winter, Idols
Gakuen Handsome The Animation,,OVA  ,1.0,, Comedy
Panpaka Pants O New-san,,TV   ,24.0,Spring, Animal Protagonists
Cyborg 009 vs Devilman,,OVA  ,3.0,, Sci Fi
Ozanari Dungeon, Ozanari Dungeon: Kaze no Tou,OVA  ,3.0,, Comedy
Slow Step,,OVA  ,5.0,, Sports
Arata the Legend, Arata Kangatari,TV   ,12.0,Spring, Fantasy
Battle Spirits: Brave,,TV   ,50.0,Summer, Based on a Card Game"
Natsuiro no Sunadokei, Hourglass of Summer,OVA  ,2.0,, Romance
Ultramarine Magmell, Gunjou no Magmel,TV   ,13.0,Spring, Adventure
Gekigangar 3, Gekiganger 3: Nekketsu Daikessen,OVA  ,1.0,, Mecha
Yao Jing Zhong Zhi Shou Ce, Planting Manual,Web  ,14.0,, Adventure
Goman-hiki,,TV   ,100.0,, Short Episodes"
The Three Musketeers, Anime Sanjuushi,TV   ,52.0,, Historical
All Purpose Cultural Cat Girl Nuku Nuku, Bannou Bunka Neko-Musume,OVA  ,6.0,, Comedy
Sentai Hero Sukiyaki Force, Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season,TV   ,24.0,Winter, Food and Beverage
Phantom Quest Corp, Yuugen Kaisha,OVA  ,4.0,, Exorcists
Chouju Kishin Dancougar: Hakunetsu no Shuushou, Dancougar: Blazing Epilogue,OVA  ,4.0,, Sci Fi"
Kaeru no Pickles: Kimochi no Iro,,TV   ,12.0,Fall , Frogs
Oedo wa Nemurenai!,,OVA  ,1.0,, Samurai
Blassreiter,,TV   ,24.0,Spring, Sci Fi
Wakaokami wa Shougakusei!,,TV   ,24.0,Spring, Family Life
Digimon Xros Wars, Digimon Fusion,TV   ,30.0,Summer, Adventure
Rilakkuma: Ohanabatake no Chiisana Kousagi, Rilakkuma: Rilakkuma met small and cute rabbits in the flower forest.,Web  ,1.0,, Bears
Rilakkuma: Korilakkuma no Yancha na Mainichi,,Web  ,1.0,, Bears
Sonic Soldier Borgman, Chouon Senshi Borgman,TV   ,35.0,, Sci Fi
Uchuusen Sagittarius, Spaceship Sagittarius,TV   ,77.0,, Comedy
Sakuran Boy DT,,TV   ,11.0,, Short Episodes
Tamagotchi! Tamatomo Daishuu GO,,TV   ,26.0,Spring, Slice of Life
Examurai Sengoku,,TV   ,24.0,, Adventure
Iketeru Futari,,TV   ,16.0,Winter, Ecchi
Kouya no Shounen Isamu,,TV   ,52.0,, Adventure
Tong Zhi Zhe, Jack of All Trades,Web  ,10.0,, Short Episodes"
Drive Agent Personal: Shiawase wo Mamoru Mono,,Web  ,1.0,, Promotional"
Zoku Gosenzo San'e,,OVA  ,4.0,, Mystery
Gdleen,,OVA  ,1.0,,3.26
Di Gi Charat,,TV   ,16.0,Fall , Aliens
Nippon-ichi no Otoko no Tamashii,,TV   ,16.0,Winter, Ecchi
Manga Nippon Mukashibanashi,,TV   ,12.0,, Historical
COSMIC!,,Web  ,1.0,, Angels
Robber's Company,,Web  ,6.0,Summer, Short Episodes
Angelique,,OVA  ,3.0,, Shoujo
Zou no Senaka: Tabi-Datsu Hi, The Day I Depart,OVA  ,2.0,, Animal Protagonists
Nana Seven of Seven, Shichinin no Nana,TV   ,25.0,Winter, Romance
Lord of Lords Ryu Knight: Adeu's Legend, Haou Taikei Ryuu Knight: Adeu Legend,OVA  ,13.0,, Adventure
Takoyaki Mant-Man,,TV   ,77.0,Spring, Sci Fi
Jungle King Tar-chan, Jungle no Ouja Tar-chan,TV   ,50.0,, Adventure
Pokemon: Pikachu's Winter Vacation,,OVA  ,2.0,, Christmas
Watashi to Watashi: Futari no Lotte,,TV   ,29.0,, Slice of Life
Danguard Ace, Wakusei Robo Danguard A,TV   ,56.0,, Mecha
Kikou Keisatsu Metal Jack,,TV   ,37.0,, Sci Fi
Higurashi no Naku Koro ni Kira,,OVA  ,4.0,, Harem
Angel's 3Piece!, Tenshi no 3P!,TV   ,12.0,Summer, Drama
Tatakae! Osper, Fight! Osper,TV   ,52.0,, Sci Fi"
Days of Urashimasakatasen: RAINBOW, Urashimasakatasen no Nichijou: RAINBOW,Web  ,1.0,Fall , Slice of Life
Space Fantasia 2001 Nights, Space Fantasia 2001 Ya Monogatari,OVA  ,1.0,, Seinen
Busou Shinki Moon Angel,,Web  ,10.0,Fall , Androids
Nagareboshi Lens, Shooting Star Lens,OVA  ,1.0,, Shoujo
Teekyuu 4,,TV   ,12.0,Spring, Shounen
Qualidea Code,,TV   ,12.0,Summer, Sci Fi
Burn Up! Excess,,TV   ,13.0,Winter, Ecchi
Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,,Web  ,1.0,, Family Friendly"
Teekyuu 3,,TV   ,12.0,Fall , Shounen
Chiruri,,Web  ,1.0,, No Dialogue
Mach Girl,,TV   ,26.0,Summer, Cars
Aru Hi: Inu no Kuni Kara Tegami ga Kite,,OVA  ,1.0,, Shoujo
Heidi, Alps no Shoujo Heidi,TV   ,52.0,, Countryside
Rilakkuma: Korilakkuma no Funwari Kawaii Yume,,Web  ,1.0,, Bears
Bananya,,TV   ,13.0,Summer, Slice of Life
Hamtaro OVA 4: Ham-Ham Games, Tottoko Hamutaro: Hamuchanzu no Mezase! Hamuhamu Kin Medal,OVA  ,1.0,, Family Friendly
Ranpo Kitan: Game of Laplace, Rampo Kitan: Game of Laplace,TV   ,11.0,Summer, Crime
Re-Kan!,,TV   ,13.0,Spring, Seinen
Shounen Ashibe: Go! Go! Goma-chan (2017),,TV   ,32.0,Spring, Slice of Life
Yu Yu Hakusho: Mu Mu Hakusho,,OVA  ,4.0,, Short Episodes
Next A-Class,,Web  ,1.0,Fall , Cars
Hello Kitty In The Little Match Girl, Hello Kitty no Match Uri Shoujo,OVA  ,1.0,, Animal Protagonists
Astro Boy (1980), Tetsuwan Atom (1980),TV   ,52.0,, Shounen
Rance: Sabaku no Guardian, Rance: The Desert Guardian,OVA  ,2.0,, Comedy
Tiger Mask W,,TV   ,38.0,Fall , Sports
Tekkaman Blade II, Uchuu no Kishi Tekkaman Blade II,OVA  ,6.0,, Sci Fi
Tayo the Little Bus 2, Kkoma Bus Tayo 2,TV   ,26.0,, Family Friendly
Licca the Movie: Licca-chan to Yamaneko Hoshi no Tabi,,OVA  ,1.0,,3.26
Tayo the Little Bus: Tayo's Toy Adventure - Mission Ace 2, Kkoma Bus Tayo Ace Guchuljakjeon 2: Tayo-ui Jangnangam Eodeubencheo,Web  ,1.0,, Cars
The Qwaser of Stigmata II, Seikon no Qwaser II,TV   ,12.0,Spring, Ecchi
The Wonderful Adventures of Nils Holgersson, Nils no Fushigi na Tabi,TV   ,52.0,, Countryside
Akiba's Trip: The Animation,,TV   ,13.0,Winter, Comedy
Kick & Slide: Kids B Happy no Ambassador wo Sagase!!,,Web  ,1.0,Summer, Aliens
Sol Bianca: The Legacy, Sol Bianca: Taiyou no Fune,OVA  ,6.0,, Adventure
Sweet Spot,,OVA  ,1.0,, Sports
Noroi no One Piece,,OVA  ,3.0,, Romance
Hello Kitty: Stump Village,,TV   ,26.0,, Anthropomorphic
Nyuru Nyuru!! Kakusen-kun 2nd Season,,TV   ,13.0,Spring, Short Episodes"
Benpiyaku Colace,,Web  ,7.0,, Slice of Life
Don Chuck Monogatari, Don Chuck Stories,TV   ,26.0,, Animal Protagonists
Money Wars: Nerawareta Waterfront Keikaku,,OVA  ,1.0,, Seinen
Mizuiro,,OVA  ,2.0,, Romance
Telepathy Shoujo Ran,,TV   ,26.0,Spring, Psychic Powers
Nyuuin Bokki Monogatari: Odaiji ni!,,OVA  ,2.0,,3.26
Hustle Punch,,TV   ,26.0,, Anthropomorphic
Paboo & Mojies,,TV   ,52.0,,3.25
Link Click: Troubles of Ordinary People, Shiguang Dailiren: Xiaoyao Sanren de Weituo,Web  ,1.0,, Chinese Animation"
Dinosaur King 2nd Season, Kodai Ouja Kyouryuu King D-Kids Adventure Yokuryuu Densetsu,TV   ,30.0,, Family Friendly
Rita et Machin,,TV   ,26.0,Fall , Slice of Life
Minky Momo, Mahou no Princess Minky Momo,TV   ,63.0,, Magical Girl
Nurse Witch Komugi Z, Nurse Witch Komugi-chan Magikarte Z,OVA  ,2.0,, Ecchi
Crying Freeman,,OVA  ,6.0,, Assassins
Entaku no Kishi Monogatari: Moero Arthur, King Arthur and the Knights of the Round Table,TV   ,30.0,, Adventure
Hotaru Kagayaku,,OVA  ,1.0,, World War 2"
Wacky TV Na Na Na, TV Yarou Nanana,TV   ,24.0,Spring, Comedy
Sakura Wars: Ouka Kenran, Sakura Taisen Ouka Kenran,OVA  ,4.0,, Historical
12-Sai: Chiccha na Mune no Tokimeki,,TV   ,12.0,Spring, Shoujo
Happiness! The Brilliant Day of Jun Watarase, Happiness! Watarase Jun no Kareinaru Ichinichi,OVA  ,1.0,, Gender Bender
High School Aurabuster, Highschool Aurabuster: Hikari no Mezame,OVA  ,3.0,, Shoujo
Little Lulu to Chicchai Nakama,,TV   ,26.0,,3.25
Showtime! Uta no Onee-san Datte Shitai, Show Time!,Web  ,8.0,Fall , Romance
Kumo no Mori Marcus,,Web  ,1.0,, Anthropomorphic
Blue Seed Beyond,,OVA  ,3.0,, Seinen
Blood-C,,TV   ,12.0,Summer, Horror
Galaxy Cyclone Braiger, Ginga Senpuu Braiger,TV   ,39.0,, Adventure
Tokyo Babylon,,OVA  ,2.0,, Mystery
Ganbare! Kakure Ase Project,,Web  ,1.0,, No Dialogue
A Branch of a Pine Is Tied up, Matsugae wo Musubi,Web  ,1.0,, Shorts
Tide-Line Blue,,TV   ,12.0,Summer, Adventure
Noiseman Sound Insect, Onkyou Seimeitai Noiseman,OVA  ,1.0,, Music
Recorder and Randsell, Recorder to Randoseru Do♪,TV   ,13.0,Winter, Seinen
Teekyuu 5,,TV   ,12.0,Summer, Shounen
Dededen,,Web  ,5.0,Winter, Slice of Life
Gravion Zwei, Choujuushin Gravion Zwei,TV   ,12.0,Winter, Mecha
Night Head 2041,,TV   ,12.0,Summer, Psychic Powers
Dear November boy., 11-gatsu Umare no Otokonoko no Tame ni.,Web  ,1.0,, Shorts
Ran,,Web  ,1.0,, Rabbits
Monster Rancher, Monster Farm: Enbanseki no Himitsu,TV   ,48.0,Spring, Adventure
He is My Master, Kore ga Watashi no Goshujin-sama,TV   ,12.0,Spring, Ecchi
Hakata Bus Terminal Gorou,,Web  ,4.0,, Short Episodes"
Gundam Build Divers: Battlogue,,Web  ,1.0,Fall , Mecha
Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,,Web  ,1.0,, Food and Beverage
Locke the Superman: Mirror Ring, Choujin Locke: Mirror Ring,OVA  ,1.0,, Sci Fi
Doki Doki School Hours, Sensei no Ojikan,TV   ,13.0,Spring, Seinen
Strike Witches OVA,,OVA  ,1.0,, Ecchi
Kamisama Minarai: Himitsu no Cocotama,,TV   ,139.0,Fall , Slice of Life
Mighty Orbots,,TV   ,13.0,, Mecha
Dinosaur Biyori,,TV   ,26.0,Spring, Animal Protagonists
Qiang Niang, Gun Girls,Web  ,12.0,, Mecha
Otoko Ippiki Gaki Daishou,,TV   ,156.0,, Drama
God Bless Dancougar, Chouju Kishin Dancouga: God Bless Dancouga,OVA  ,1.0,, Sci Fi
Oraa Guzura Dado (1987),,TV   ,44.0,, Animal Protagonists
Zettai Zetsumei Dangerous Jii-san 3rd Season, Grandpa Danger 3rd Season,TV   ,20.0,Spring, Based on a Manga"
Miss Monochrome 3,,TV   ,13.0,Fall , Slice of Life
Karasu Tengu Kabuto,,TV   ,39.0,, Adventure
Lalala Lala-chan,,TV   ,24.0,Winter, Fantasy
Fastening Days 3,,Web  ,3.0,Summer, Sci Fi
Daphne in the Brilliant Blue, Hikari to Mizu no Daphne,TV   ,24.0,Winter, Ecchi
Gakumon! Ookami Shoujo wa Kujikenai,,Web  ,2.0,Spring, Fantasy
Kanta and the Deer, Shika to Kanta,OVA  ,1.0,,3.25
YU-NO: A Girl Who Chants Love at the Bound of This World, Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,TV   ,26.0,Spring, Ecchi
The Cherry Tree, Shounen to Sakura,OVA  ,1.0,, Family Friendly
Ocha-ken: Chokotto Monogatari,,TV   ,26.0,, Animal Protagonists
Hello Kitty and Dear Daniel in The Snow Queen, Hello Kitty no Yuki no Joou,OVA  ,1.0,, Animal Protagonists
Baku Tech! Bakugan Gachi: Tokubetsu-hen,,Web  ,1.0,Winter, Card Battles
Shaman King Mini Anime: Funbari Onsen Hanjouki,,Web  ,10.0,, Short Episodes
Tayo Movie: Tayo Dino Kingdom Adventure, Tayo-ui Gonglyong Eodeubencheo,Web  ,1.0,, Cars
Comic Party Revolution OVA,,OVA  ,4.0,, Manga Industry
Niji-iro Prism Girl,,OVA  ,4.0,, Romance
Submarine Super 99,,TV   ,13.0,Spring, Adventure
Maetel Legend,,OVA  ,2.0,, Cyborgs
Pororo the Little Penguin 4, Porong Porong Pororo 4,TV   ,26.0,, Slice of Life
Mahou no Star Magical Emi: Kumo Hikaru,,OVA  ,1.0,,3.25
3000 Leagues in Search of Mother, Haha wo Tazunete Sanzenri,TV   ,52.0,, 19th Century
Bad Badtz-maru no Ookami ga Kita!, Hello Kitty's Animation Theater: The Boy Who Cried Wolf,OVA  ,1.0,, Animal Protagonists
Dungeon Meshi CM,,Web  ,1.0,, Seinen
12-Sai.,,OVA  ,8.0,, Shoujo
Kinnikuman II Sei: Ultimate Muscle,,TV   ,13.0,Spring, Sports
Cutey Honey Flash, Cutey Honey F,TV   ,39.0,Winter, Magical Girl
Puppet Princess, Karakuri no Kimi,OVA  ,1.0,, Shounen
Warau Salesman, The Laughing Salesman,TV   ,103.0,, Episodic
gdgd Fairies 2,,TV   ,12.0,Winter, Fantasy
My Life,,Web  ,1.0,, No Dialogue
NG Knight Lamune & 40,,TV   ,38.0,, Adventure
Mizuiro Jidai,,TV   ,47.0,, Slice of Life
Inugami-san to Nekoyama-san,,TV   ,12.0,Spring, GL
G.I. Joe: Sigma 6,,TV   ,26.0,Summer, Military"
Meimon! Daisan Yakyuubu, Meimon! The Third Baseball Club,TV   ,40.0,, Baseball
Doukyuusei 2 Special: Sotsugyousei,,OVA  ,3.0,, Romance
Bakuhatsu Goro,,TV   ,26.0,, Sports
Fruity Samurai,,TV   ,13.0,, Comedy
Larva: Island 2nd Season,,Web  ,13.0,, Animal Protagonists
47 Todoufuken R,,TV   ,12.0,Winter, Family Friendly
Tenshi Nanka ja Nai,,OVA  ,1.0,, Romance
Attack No. 1,,TV   ,104.0,, Shoujo
Blue Archive: Benriya 68 PV,,Web  ,1.0,, Based on a Mobile Game"
ColoColo Animal Otogibanashi, ColoColo Animal Folktale,TV   ,12.0,Spring, Animal Protagonists
Holiday Advent Calendar 2018,,Web  ,13.0,, Anthropomorphic
TAIYO KIKAKU’s 49th Anniversary Movie,,Web  ,1.0,, Stop Motion Animation
Da Capo III, D.C.III ~Da Capo III~,TV   ,13.0,Winter, Harem
Lord of Lords Ryu Knight: Adeu's Legend Final, Haou Taikei Ryuu Knight: Adeu Legend Final,OVA  ,1.0,, Fantasy
Ikkitousen,,TV   ,13.0,Summer, Ecchi
If Her Flag Breaks, Kanojo ga Flag wo Oraretara,TV   ,13.0,Spring, Harem
Angel Tales, Otogi Story Tenshi no Shippo,TV   ,12.0,Fall , Harem
Shadow of the Cherry Blossoms, Hana no Kage,Web  ,1.0,, Shorts"
Aqua Kids,,TV   ,26.0,, Korean Animation
Queen's Blade: Beautiful Warriors, Queen's Blade: Utsukushiki Toushi-tachi,OVA  ,6.0,, Ecchi
The [email protected]: Xenoglossia,,TV   ,26.0,Spring, Sci Fi
Saint Beast: Kouin Jojishi Tenshitan,,TV   ,13.0,Spring, Non-Human Protagonists"
Comic Party Revolution,,TV   ,13.0,Spring, Manga Industry
Chocolat no Mahou, The Magic of Chocolate,OVA  ,13.0,, Horror
Hamtaro OVA 3: Rainbow Rescue, Tottoko Hamutaro: Hamuchanzu to Niji no Kuni no Oujisama,OVA  ,1.0,, Family Friendly
Catman Series III,,Web  ,6.0,, Abstract
Desert Rose, Desert Rose: Yuki no Mokushiroku,OVA  ,1.0,, Seinen
Si Ling Bianma: Zhi Shijie Caozong Zhe, Order Designer,Web  ,12.0,, Mystery
Q Transformers: Saranaru Ninkimono e no Michi, Q Transformers: Return of the Mystery of Convoy II,Web  ,13.0,Summer, Mecha
Mushi-Uta,,TV   ,12.0,Summer, Insects
Captain Earth,,TV   ,25.0,Spring, Mecha
Wakako-zake,,TV   ,12.0,Summer, Slice of Life
Agatha Christie's Great Detectives Poirot and Marple, Agatha Christie no Meitantei Poirot to Marple,TV   ,39.0,Summer, England
Fate/Grand Order: Cosmos in the Lostbelt - Lostbelt No. 1 Event PV,,Web  ,1.0,, Fantasy
Chou Yuu Sekai: Being the Reality,,Web  ,20.0,Winter, Fantasy
Legendz: Yomigaeru Ryuuou Densetsu, Legendz: Tale of the Dragon Kings,TV   ,50.0,Spring, Shounen
Shining Tears X Wind,,TV   ,13.0,Spring, Fantasy
Duel Masters!,,TV   ,51.0,Spring, Card Battles
Disney Tsum Tsum, A Tsum Tsum Short,Web  ,37.0,, Animal Protagonists
Lord of Lords Ryu Knight, Haou Taikei Ryuu Knight,TV   ,52.0,, Adventure
Neko Ramen: Ore no Shouyu Aji,,Web  ,13.0,, Shounen
Katte ni Shirokuma,,OVA  ,1.0,, Seinen
Idol Tenshi Youkoso Yoko,,TV   ,43.0,, Idols
Yoshino no Hime,,Web  ,1.0,, Fantasy
Ndaho Kekkon Omedetou!!,,Web  ,1.0,, Shorts"
Tetsujin 28-gou, Gigantor,TV   ,96.0,, Sci Fi
Saint Beast: Ikusen no Hiru to Yoru Hen,,OVA  ,2.0,, Angels
Assault Lily BOUQUET,,TV   ,12.0,Fall , GL
Planetarium,,Web  ,1.0,, Shorts"
Under the Dog,,OVA  ,1.0,, Sci Fi
Hill Climb Girl, Nihon Animator Mihonichi: Hill Climb Girl,Web  ,1.0,, Cycling
Puni Puni Poemy,,OVA  ,2.0,, Ecchi
Kill Me Baby,,TV   ,13.0,Winter, Seinen
Mickey to Oliver no Agent Yousei Kouza,,Web  ,13.0,, Short Episodes
Million Arthur 2nd Season, Han-Gyaku-Sei Million Arthur 2nd Season,TV   ,13.0,Spring, Comedy
Transformers: Victory,,TV   ,38.0,, Mecha
Monogatari Series PucPuc OP,,Web  ,1.0,, Promotional
Kaijuu Sakaba Kanpai!,,TV   ,13.0,Summer, Kaijuu
XPICE,,Web  ,1.0,Summer, Sci Fi
Steam Detectives, Kaiketsu Jouki Tanteidan,TV   ,26.0,Fall , Mystery
Growing Up With Hello Kitty, Hello Kitty to Issho,OVA  ,16.0,, Anthropomorphic
Wonder 3, The Amazing 3,TV   ,52.0,, Sci Fi
eX-Driver Danger Zone, eX-Driver: Nina & Rei Danger Zone,OVA  ,1.0,, Cars
Gargoyle of the Yoshinagas, Yoshinaga-san'chi no Gargoyle,TV   ,13.0,Spring, Fantasy
Ahiru no Pekkle no Aladdin to Mahou no Lamp,,OVA  ,1.0,, Animal Protagonists
Hina Logi: From Luck & Logic, Hina Logic: From Luck & Logic,TV   ,12.0,Summer, Boarding School
801 T.T.S. Airbats, Aozora Shoujo-tai,OVA  ,7.0,, Romance
Magical Star Magical Emi, Mahou no Star Magical Emi,TV   ,38.0,, Henshin Heroes
Jetter Mars,,TV   ,27.0,, Shounen
Sengoku Night Blood,,TV   ,12.0,Fall , Fantasy
Magical Girl Ore, Mahou Shoujo Ore,TV   ,12.0,Spring, Fantasy
Super Seisyun Brothers,,TV   ,14.0,Fall , Josei
Zettai Shounen, Absolute Boy,TV   ,26.0,Spring, Mystery
Fate/Grand Order: Cosmos in the Lostbelt - Lostbelt No. 2 Event PV,,Web  ,1.0,, Fantasy
Alexander's Decision, Alexandros no Ketsudan,OVA  ,1.0,, Royalty
Smile Down the Runway Mini Anime, Runway de Waratte Mini Anime,Web  ,42.0,Fall , Fashion
Tadaima! Chibi Godzilla 2nd Season,,Web  ,13.0,Fall , Slice of Life
Al Caral no Isan, Archa Lyra,OVA  ,1.0,, Based on a Manga"
Night Head Genesis,,TV   ,24.0,Summer, Mystery
Youkai Ninpouchou Jiraiya!,,Web  ,1.0,, Comedy
Battle Girls: Time Paradox, Sengoku Otome: Momoiro Paradox,TV   ,13.0,Spring, Adventure
Starship Girl Yamamoto Yohko, Soreyuke! Uchuu Senkan Yamamoto Yohko,TV   ,26.0,Spring, Sci Fi
Tokimeki Memorial 4: Original Animation - Hajimari no Finder,,OVA  ,1.0,, School Life
Pinch to Punch,,TV   ,156.0,, Black and White
Huan Jing Nuo De Lin,,Web  ,1.0,, Fantasy
Etotama,,TV   ,12.0,Spring, Comedy
Teekyuu 9,,TV   ,12.0,Summer, Shounen
Deluxe Da yo! Kaishain, Shellfish Employee,Web  ,25.0,Summer, Animal Protagonists
Pretty Cure, Futari wa Pretty Cure,TV   ,49.0,Winter, Magical Girl
My Girlfriend is Shobitch, Boku no Kanojo ga Majime Sugiru Shojo Bitch na Ken,TV   ,10.0,Fall , Ecchi
Ai no Senshi Rainbowman,,TV   ,22.0,, Mecha
Dropkick on My Devil!, Jashin-chan Dropkick,TV   ,11.0,Summer, Fantasy
Franz Kafka's A Country Doctor, Kafka Inaka Isha,OVA  ,1.0,, Countryside
Fate/Grand Order: Epic of Remnant Pseudo - Singularity I Event PV,,Web  ,1.0,, Fantasy
The [email protected]: Cinderella Girls - Spin-off!,,Web  ,1.0,Fall ,3.23
If I See You In My Dreams OVA, Yume de Aetara OVA,OVA  ,3.0,, Drama
Battle Athletes, Battle Athletess Daiundoukai,OVA  ,6.0,, Sports
Puttobe! Poodel,,TV   ,27.0,, Animal Protagonists
Comic Party,,TV   ,13.0,Spring, Doujinshi Industry
Harukanaru Toki no Naka de ~Ajisai Yumegatari~,,OVA  ,2.0,, Reverse Harem
Yadamon,,TV   ,170.0,, Comedy
Wrath of the Ninja, Sengoku Kitan Youtouden,OVA  ,3.0,, Feudal Japan
Tsuyokiss: Cool x Sweet, Tsuyokiss,TV   ,12.0,Summer, Ecchi
Rail Wars!,,TV   ,12.0,Summer, Ecchi
Mokuri,,Web  ,1.0,, Fantasy
Mi Bao Zhi Guo, The Country of Rare Treasure,Web  ,10.0,, Chinese Animation
Little El Cid no Bouken, Adventures of Little El Cid,TV   ,26.0,, Europe
Magia Record Arc 2 OP,,Web  ,1.0,, Promotional
Tantei Opera Milky Holmes,,TV   ,12.0,Fall , Mystery
Re:Petit Kara Hajimeru Isekai Seikatsu, Re:PETIT,Web  ,14.0,Spring, Seinen
Ah My Buddha!!, Amaenaide yo!!,TV   ,12.0,Summer, Ecchi
Diamond Daydreams, Kita e ~Diamond Dust Drops~,TV   ,12.0,Winter, Romance
The Lost Breakfast, Ushinawareta Choushoku,Web  ,1.0,, Food and Beverage
Yoshimune,,TV   ,24.0,Spring, Samurai
Arjuna, Chikyuu Shoujo Arjuna,TV   ,12.0,Winter, Archery
Rockman: Hoshi ni Negai wo, Megaman: Upon a Star,OVA  ,3.0,, Adventure
Iblard Jikan,,OVA  ,1.0,, No Dialogue
IRoid: Koi no Yuukou Frontier,,Web  ,1.0,, Promotional
Kiss wa Me ni Shite,,OVA  ,1.0,, Shoujo
Project A-ko: Uncivil Wars, Project A-ko VS.,OVA  ,2.0,, Comedy
Anemone,,Web  ,1.0,, Fantasy
Akindo Sei Little Peso, Akindo's Little Peso,TV   ,12.0,Spring, Comedy
Domo TV, Adventures with Domo,TV   ,26.0,, Short Episodes
Jubei-chan: The Ninja Girl, Juubee-chan: Lovely Gantai no Himitsu,TV   ,13.0,Spring, Comedy
Digimon Xros Wars: Toki o Kakeru Shounen Hunter-tachi, Digimon Fusion: The Young Hunters Who Leapt Through Time,TV   ,25.0,Fall , Adventure
Mahou no Yousei Persia,,TV   ,48.0,, Age Transformation
Jakusansei Million Arthur,,Web  ,83.0,Fall , Fantasy
Fastening Days 4,,Web  ,3.0,Fall , Drama
Kemeko Deluxe!, Kemeko DX!,TV   ,12.0,Fall , Ecchi
Go! Samurai,,Web  ,1.0,, No Dialogue
Miss Monochrome 2,,TV   ,13.0,Summer, Slice of Life
Fate/strange Fake PV,,Web  ,1.0,, Fantasy
Monster Strike: An Encore and Continuance - Pandora's Box,,Web  ,1.0,Fall , Fantasy
Yurikuma Arashi,,TV   ,12.0,Winter, Fantasy
